customer_id,customer_name,age,monthly_income,monthly_expense,existing_emi,avg_balance,credit_score,digital_transactions,loan_inquiries,salary_consistency,property_interest,vehicle_interest,conversion
686,Justin Aguilar,43,40000,19656,6818,124248,811,298,0,0.87,0,0,1
687,Danielle Mason,45,40000,21135,1267,157024,710,233,4,0.78,0,1,0
688,Andrew Jones,34,40000,24522,1822,174538,835,22,4,0.84,0,0,1
689,Gregory Miranda,56,150000,59533,5445,374528,732,218,4,0.86,0,1,1
690,Cheryl Wright,51,30000,15804,7125,159363,826,255,2,0.61,0,0,0
691,Lisa Ortiz,50,40000,19422,9712,114934,756,205,1,0.79,0,0,0
692,Anthony Atkins,38,200000,94317,32623,778543,674,199,4,0.9,0,0,0
693,Amy Little,49,30000,18000,6338,223801,705,274,2,0.92,0,0,0
694,Bridget Garcia,30,200000,112508,47638,585648,745,194,1,0.94,1,1,1
695,Christine Greene,51,30000,11217,3657,90342,812,225,1,0.76,0,0,0
696,Susan Weiss,29,100000,62101,14071,717840,665,124,2,0.78,0,1,0
697,Ryan Leblanc,58,200000,103196,22714,1395999,833,76,0,0.73,1,0,0
698,Kevin Nelson,39,50000,28184,2768,115311,831,230,1,0.72,0,0,0
699,Stephanie Cannon,37,50000,19357,3554,127648,730,248,1,0.99,1,0,1
700,Kimberly Simpson,38,100000,73519,19889,620475,778,222,2,0.96,1,1,1
701,Renee Fry,58,200000,104999,26984,529545,824,173,0,0.67,0,1,0
702,Hannah Lopez,49,30000,12220,14,73838,661,249,3,0.8,0,0,0
703,Cheryl Todd,41,150000,64558,22221,767354,845,137,3,0.9,1,0,1
704,Sean Berger,22,150000,94589,28838,754772,764,229,2,0.99,0,0,1
705,Theresa Roberts,31,40000,19814,1667,248020,807,57,2,0.67,0,0,0
706,Bruce Harris,36,100000,65686,4991,786596,722,233,1,0.91,0,1,1
707,Cynthia Bolton,44,40000,29977,7610,138015,818,57,3,0.94,0,0,1
708,Kenneth Parker,23,70000,29310,17178,262583,694,240,1,0.94,1,0,0
709,Nicholas Rivas,50,150000,100836,3593,618101,665,94,3,0.61,1,0,0
710,Jay Harrison,22,200000,85495,27174,661659,680,233,4,0.72,0,0,0
711,Michael Montgomery,51,50000,31616,4789,196085,733,160,4,0.88,0,1,1
712,Andrew Garza,23,30000,20450,6560,186803,704,98,0,0.75,1,0,0
713,Tammy Stein,34,70000,42432,155,252363,690,114,4,0.64,1,0,0
714,Lori Kemp,55,50000,27924,1383,215779,667,240,2,0.66,1,0,0
715,Glen Winters,37,50000,23205,9927,285318,704,293,1,0.73,0,0,0
716,Christy Williams,32,70000,36045,15127,271522,690,95,2,0.64,0,1,0
717,Christine Arnold,44,50000,32854,9077,160381,819,29,0,0.7,0,0,0
718,John Bowman,46,50000,24430,9537,260393,746,49,0,0.66,0,0,0
719,Christian Freeman,25,70000,43892,11846,371897,815,242,3,0.8,0,0,0
720,Penny Kim,23,70000,36775,10681,347053,803,118,3,0.87,0,0,1
721,Kayla Hernandez,37,70000,51237,12677,431823,803,205,2,0.72,1,0,0
722,Matthew Bush,35,40000,17518,113,287957,701,161,1,0.75,1,0,0
723,Amber Jones,33,150000,53061,11102,729630,836,129,2,0.83,1,0,1
724,Richard Lewis,59,50000,23583,322,119134,836,120,1,0.75,0,0,0
725,Julian Arnold,58,150000,77147,27583,418215,656,183,4,0.69,0,0,0
726,Terri Mitchell,59,30000,21436,1141,104867,685,175,2,0.72,1,0,0
727,Mary Ayala,23,50000,24950,5083,212742,746,279,1,0.65,1,0,0
728,David Young,46,50000,32009,7951,234494,656,285,3,0.74,0,0,0
729,Suzanne Manning,41,40000,20669,6711,177746,670,157,0,0.68,0,0,0
730,Carla Lewis,59,40000,17168,2078,274611,783,196,2,0.65,1,1,0
731,Marilyn Thomas,50,50000,36655,7852,114998,717,96,3,0.81,0,0,0
732,Natalie Martin,38,100000,47676,12903,611934,770,298,0,0.86,0,0,1
733,Amanda Padilla,25,40000,26314,222,194779,689,210,0,0.67,0,0,0
734,Vickie Hogan,24,40000,20289,990,309791,681,248,0,0.84,0,1,0
735,Kristopher Lawson MD,34,30000,20882,6240,195656,653,193,1,0.79,1,1,0
736,Mr. Spencer Mcdonald,24,70000,51749,863,174834,688,195,1,0.85,1,0,0
737,Tricia Underwood,22,150000,63799,26388,330006,742,42,2,0.83,1,1,1
738,Pamela Brown,56,70000,32270,4020,475287,763,129,3,0.66,0,0,0
739,Erin Evans,21,100000,39972,16501,565323,831,228,3,0.98,1,0,1
740,Daniel Sawyer,31,70000,29176,11730,304450,829,291,1,0.82,0,1,1
741,Allison Bryant,37,50000,24359,8060,169187,803,153,0,0.75,0,0,0
742,Shannon Davis,31,50000,28879,7522,390347,726,181,0,0.79,0,0,0
743,Kathryn Rhodes,35,40000,24736,9670,141539,799,25,3,0.81,0,0,1
744,Charles Dyer,57,50000,31730,7283,204150,841,142,4,0.63,0,0,0
745,Tanya Phillips,58,150000,54040,8165,731356,794,269,4,0.65,0,1,0
746,James Parks,34,70000,35666,14606,524615,786,193,3,0.74,0,0,0
747,Rachel James,50,70000,25288,13492,364563,724,68,2,0.7,1,0,0
748,Michele Clark,42,40000,18944,452,178326,829,144,2,0.96,1,0,1
749,Aaron Hanson,27,40000,14294,7235,284671,826,219,4,0.86,0,0,1
750,Charles Phillips,23,150000,92876,4954,772050,754,257,2,0.94,0,0,1
751,Brianna Whitehead,48,100000,36178,24742,629786,812,237,4,0.99,0,0,1
752,Amber Mathews,56,50000,28962,4521,205269,823,111,1,0.9,0,0,1
753,Patricia Medina,24,30000,16034,1457,224491,709,169,2,0.95,1,0,0
754,John Johnson,26,100000,65165,8079,276777,815,168,3,0.93,0,0,1
755,Kenneth Haynes,54,70000,39046,16504,492395,787,36,4,0.94,0,0,1
756,Laurie Carroll,47,50000,20901,1892,148823,801,70,0,0.76,0,0,0
757,John Richards,54,150000,67259,2371,940243,692,162,2,0.93,0,0,0
758,Richard Suarez,41,40000,19026,3543,171852,685,283,1,0.99,0,0,0
759,Justin Bowman,33,50000,24802,3038,290919,766,224,3,0.83,1,0,1
760,John Sheppard,54,70000,44094,12777,494360,666,99,2,0.65,1,0,0
761,Elizabeth Jordan,30,100000,65128,17259,747830,762,214,0,0.79,0,1,0
762,Eric Welch,25,50000,32001,2921,251124,830,21,0,0.6,0,0,0
763,Anthony Miranda,38,150000,73381,28577,353739,807,275,4,0.68,0,0,0
764,Catherine Lopez,49,70000,29578,16971,263313,817,256,1,0.72,0,0,0
765,Robin Harrison,25,70000,32470,15422,525925,778,48,2,0.75,0,1,0
766,Michael Beck,27,150000,95847,28204,950918,773,35,3,0.99,0,0,1
767,Colleen Harris,56,50000,36768,5737,196580,781,83,2,0.71,1,0,0
768,Amy Smith,43,200000,71242,21894,1083382,763,266,1,0.74,0,0,0
769,Michele Farmer,30,150000,83800,4186,1016278,662,141,1,0.85,0,0,0
770,Jeffery Barnes,21,30000,12894,2386,147214,779,100,0,0.6,1,0,0
771,Sally Smith,44,100000,63338,24776,433975,767,155,1,0.86,0,0,1
772,George Carlson,40,50000,19839,11540,383121,742,110,0,0.77,0,0,0
773,Bill Johnson,36,200000,105647,22709,670140,657,282,4,0.94,0,0,0
774,Stephanie Moss,30,150000,68966,5739,868781,757,143,1,0.67,0,0,0
775,Danielle Ross,29,100000,55818,7769,541805,757,52,2,0.84,0,0,1
776,Ernest Gregory,54,70000,33122,8064,425755,715,24,3,0.72,0,0,0
777,Carolyn Owens,31,40000,22223,1409,172202,713,77,2,0.91,1,0,0
778,Kara Cunningham,26,150000,91327,24181,906171,752,292,3,0.77,0,0,0
779,Matthew Wells,28,200000,132700,15619,1041992,685,258,3,0.97,1,0,0
780,Joshua Taylor,40,50000,26816,3885,264237,681,240,4,0.62,0,0,0
781,David Johnson,36,50000,37239,4713,238791,802,299,0,0.82,0,0,1
782,Michelle Douglas,33,30000,11845,1738,239239,832,117,3,0.81,1,1,1
783,Cody Morgan,54,30000,21921,1415,194999,794,297,2,0.89,0,0,1
784,Carol Fisher,54,40000,28263,7925,98523,783,46,3,0.83,0,0,1
785,Dawn Flores,32,30000,12081,2935,137471,755,29,1,0.98,0,0,1
786,Margaret Sullivan,42,200000,83010,37557,599801,686,82,2,0.63,0,0,0
787,Theodore Leonard,39,50000,22317,924,340631,790,159,2,0.81,1,0,1
788,Jimmy Chase,49,30000,19020,1841,63343,762,297,2,0.62,0,0,0
789,Brenda Bryant,56,30000,10548,4128,154339,707,200,0,0.81,1,0,0
790,Joshua Mcmillan,42,40000,18508,7525,142639,798,161,3,0.72,0,1,0
791,Linda Kelley,48,200000,127697,48511,1378431,757,51,3,0.61,0,0,0
792,Sandra Young,34,50000,32366,376,277817,803,31,2,0.63,0,0,0
793,David Cannon,54,40000,14906,1319,297961,763,285,1,0.83,0,0,1
794,Ashley Holmes,28,40000,19623,6338,232240,748,276,2,0.67,0,0,0
795,Thomas Hernandez,43,50000,18381,2740,370484,831,105,1,0.85,1,0,1
796,Lauren Thompson,38,50000,33248,7697,234464,669,283,4,0.79,0,1,0
797,John Bradley,58,50000,33659,7238,293968,797,172,3,0.71,0,0,0
798,Scott Grimes,38,70000,41529,9074,327440,737,216,4,0.89,1,1,1
799,Sharon Robinson,32,40000,19393,9087,188192,785,249,2,0.63,1,0,0
800,Troy Juarez,31,100000,62548,936,551387,757,196,4,0.96,0,0,1
801,Mr. Jeremy Reid,57,150000,71091,26951,475769,764,25,1,0.85,1,0,1
802,Amanda Jackson,53,70000,38788,12372,427392,664,66,0,0.67,0,0,0
803,Jessica Bryan,47,50000,22235,6166,289189,849,159,1,0.95,0,0,1
804,Amanda Chambers,40,40000,26147,8626,308428,728,267,2,0.78,0,1,0
805,Julie Williams,28,50000,36046,5412,150046,840,177,1,0.72,0,0,0
806,Ryan Wong,27,70000,35071,3676,174849,755,252,1,0.65,0,0,0
807,Kathleen Roberts,33,30000,20210,3928,107455,734,56,0,0.65,0,0,0
808,Lucas Reyes,56,150000,52918,32720,350671,738,22,1,0.96,1,0,1
809,Frank Smith,54,70000,36043,7800,266819,801,144,0,0.65,0,0,0
810,Cathy Brooks,35,150000,110061,10210,1151864,817,295,4,0.83,0,0,1
811,Kimberly Davis,22,30000,18096,6845,172417,838,127,1,0.98,1,0,1
812,Jason Phillips,50,100000,37226,4872,738711,841,175,0,0.65,0,0,0
813,William Alexander,46,150000,55300,7324,1104252,655,130,1,0.85,0,0,0
814,Barbara Short,24,150000,83622,26360,796315,847,140,3,0.64,0,0,0
815,John Brown,41,70000,37653,15447,505927,830,154,1,0.99,1,1,1
816,James Atkinson,22,30000,10552,1984,230262,742,153,2,0.66,0,1,0
817,Paul Craig,26,200000,86297,38447,894440,822,65,1,0.96,0,0,1
818,Joshua Pacheco,43,50000,19514,4917,147598,653,249,1,0.78,0,0,0
819,Jeffrey Nielsen,22,100000,45551,6381,684559,708,171,1,0.71,0,0,0
820,Ethan Arnold DVM,44,200000,97858,9377,414593,770,221,3,0.82,0,0,1
821,Mallory Schmidt,21,100000,64893,6865,788925,846,209,2,0.82,0,1,1
822,Roberta Thompson,32,70000,26486,5566,314322,841,238,4,0.91,0,0,1
823,Francisco Rivera,44,100000,39240,14140,330927,820,34,1,0.98,0,0,1
824,Megan Simpson,53,40000,25705,9318,313837,794,189,4,0.72,1,0,0
825,Michael Perez,24,30000,12244,3283,130229,802,149,0,0.69,0,0,0
826,Rachel Green,23,100000,62010,2963,615343,666,290,1,0.63,0,0,0
827,Rebecca Jenkins,31,30000,13078,5410,166365,785,115,0,0.86,1,0,1
828,Eric Jacobson,54,150000,62811,32557,676750,780,267,0,0.66,0,1,0
829,Leah Hill,35,40000,27014,1454,152136,726,114,4,0.82,0,0,1
830,Michelle Edwards,57,50000,27550,10039,180051,753,207,2,0.98,1,0,1
831,Monica Spears,38,150000,111954,29414,935099,657,271,3,0.99,0,1,0
832,Erin Edwards,48,30000,16048,6355,64872,698,47,2,0.62,0,0,0
833,Susan Miller,33,200000,80910,25527,805079,654,146,0,0.74,1,1,0
834,Sonia Chambers,34,150000,88268,9343,451899,766,114,2,0.87,0,0,1
835,Amber Terrell,55,50000,33389,11733,362826,665,240,0,0.86,1,0,0
836,Andrea Cohen,37,100000,36054,1489,627568,738,56,1,0.77,1,1,0
837,Melinda Perez,24,100000,57773,1382,470537,819,81,2,0.75,0,0,0
838,Ashley Nguyen,38,100000,56344,9777,411024,779,214,4,0.81,0,0,1
839,Dale Green,32,30000,18656,6715,135889,658,159,0,0.78,1,0,0
840,Christine Parks,42,200000,72413,504,497751,758,186,0,0.63,0,1,0
841,Lisa Leonard,43,100000,49269,10143,771077,827,266,2,0.98,0,1,1
842,Timothy Gordon,26,50000,33316,5856,236334,839,275,2,0.78,0,0,0
843,Daniel Taylor,56,150000,98875,21354,543746,838,97,3,0.82,0,1,1
844,Charles Strong,38,100000,64616,2382,324241,788,235,1,0.9,0,0,1
845,Johnny Haney,49,30000,17891,7417,84240,684,179,2,0.71,1,0,0
846,Angela Garza,55,100000,69736,16963,364694,748,66,1,0.76,0,0,0
847,Susan Garcia,57,200000,85999,13903,603349,652,56,4,0.72,0,0,0
848,Kathleen Martin,29,200000,144485,216,679498,756,57,2,0.91,1,0,1
849,Kayla Page,56,70000,33187,1006,327870,658,30,4,0.77,1,0,0
850,Matthew Hill,28,40000,23360,2100,230973,772,241,2,0.87,0,0,1
851,April Brooks,51,100000,48755,5750,386057,677,126,4,0.84,1,0,0
852,James Gonzales,34,70000,47070,6054,356400,668,43,1,0.64,1,0,0
853,Carol Brewer,40,40000,20670,1915,286445,728,58,1,0.96,1,0,1
854,Christopher Jones,57,200000,142333,26041,1213536,809,104,4,0.84,0,0,1
855,Jody Hudson,28,40000,19765,4516,180929,786,83,3,0.73,1,0,0
856,Karen Baldwin,50,70000,49058,2892,515173,737,147,1,0.64,0,0,0
857,Robert Spence,35,200000,129244,44557,833051,734,201,1,0.78,0,0,0
858,Monica Obrien,41,30000,16463,1451,194534,663,33,3,0.91,1,0,0
859,Malik Martin,34,50000,20388,10042,127132,737,266,4,0.97,0,1,1
860,John Ramirez,27,150000,56749,8015,865139,687,183,0,0.76,0,0,0
861,Heather Pierce,27,150000,55468,4474,324865,670,117,4,0.94,0,1,0
862,Keith Tucker,55,150000,102207,25159,1169946,688,181,2,0.82,0,0,0
863,Emily Brady,27,40000,17755,9624,130454,755,250,0,0.74,1,1,0
864,Alexander Wilson,31,150000,71388,15933,1054516,809,136,3,0.87,0,0,1
865,Megan Baird,48,40000,27959,5898,289439,800,128,3,0.75,0,0,0
866,Adam Hall,30,50000,18797,8332,297280,743,99,1,0.98,0,0,1
867,Chelsea Randall,26,30000,16778,63,183738,694,131,3,0.78,0,0,0
868,John Serrano,48,70000,29573,14842,208341,781,27,0,0.99,0,1,1
869,Sarah Harris,41,50000,26978,3720,296450,763,279,4,0.99,1,0,1
870,Jenny Miller,23,40000,23571,8386,147530,682,111,2,0.68,0,0,0
871,Brittany Barajas,46,70000,41929,1050,166142,680,106,1,0.86,0,0,0
872,Abigail Jenkins,45,30000,13535,1276,189934,841,64,0,0.66,1,0,0
873,Kimberly Moore,26,200000,142449,28881,1223571,796,148,2,0.66,0,1,0
874,Ms. Stephanie Sanders,39,70000,36435,5549,549001,651,159,4,0.69,1,0,0
875,Daniel Bauer,39,100000,38527,2377,710886,812,171,1,0.8,0,0,0
876,Melissa Lopez,30,150000,87972,35855,544043,796,48,4,0.74,1,0,0
877,Megan Wright,45,50000,27507,7503,156783,828,118,3,0.8,0,0,0
878,Aaron Le,45,150000,97688,24794,1171818,819,72,1,0.84,1,0,1
879,Isaiah Fisher,49,100000,67504,16331,636818,767,191,2,0.95,0,0,1
880,Gabriella Gonzalez,28,100000,41628,22104,793122,756,181,4,0.68,0,0,0
881,Jason Vega,25,40000,15430,4123,225698,671,81,4,0.72,1,1,0
882,Sylvia Diaz,51,70000,47587,12985,551916,672,54,0,0.93,0,0,0
883,Rhonda Everett,50,40000,29429,8841,178597,768,231,4,0.61,0,1,0
884,Christy Tucker,42,50000,21792,4265,334633,844,157,4,0.71,0,0,0
885,Annette Holloway,22,30000,18731,511,132343,789,232,4,0.93,1,0,1
886,Ryan Mendoza,44,50000,36151,9267,221781,704,215,4,0.67,0,0,0
887,Karen Carrillo,43,100000,62055,14047,709945,698,49,2,0.83,0,1,0
888,Emma Adams,39,30000,10982,2659,191576,834,152,0,0.8,0,0,0
889,Hannah Cruz,57,200000,144897,49866,1196181,800,274,3,0.68,0,0,0
890,April Marquez,34,70000,25821,739,410229,823,236,2,0.75,0,0,0
891,Anthony Snyder,55,150000,57108,19093,936073,679,45,1,0.85,0,1,0
892,Laura White,48,30000,17156,4889,151043,795,103,4,0.86,1,0,1
893,Jennifer Decker,49,40000,14582,6967,111182,679,118,0,0.61,0,0,0
894,Michael Tanner,37,200000,106641,3838,1348062,788,241,0,0.87,0,0,1
895,Spencer Lopez,52,100000,44807,13583,624660,759,120,0,0.94,0,0,1
896,Jacqueline Figueroa,29,50000,24329,1831,255484,741,137,4,0.97,0,0,1
897,Christian Gonzalez,56,70000,32761,17367,262298,786,80,4,0.73,1,0,0
898,Michelle Peck,59,70000,31710,1081,326061,816,91,3,0.84,0,0,1
899,Michael Turner,44,100000,39438,15036,429272,800,119,0,0.66,1,0,0
900,Stefanie Stevenson,49,200000,136501,12510,463301,828,216,3,0.63,0,0,0
901,Jose Nelson,21,100000,74050,24141,696598,692,132,1,0.89,0,0,0
902,Timothy Higgins,27,50000,29802,3513,242522,726,62,3,0.94,1,0,1
903,Kyle Parker,24,70000,27549,14512,148620,703,127,2,0.68,0,0,0
904,Christopher Jefferson,53,50000,23757,6774,295279,669,168,0,0.85,0,0,0
905,Danielle Adams,27,50000,23064,7984,277747,660,181,1,0.86,1,0,0
906,Misty Garza,29,70000,39535,11886,289561,727,81,2,0.94,0,0,1
907,Anita Keller,40,40000,27323,1444,255987,745,293,4,0.99,1,1,1
908,Brandy Rocha MD,48,100000,45608,9934,526662,725,179,1,0.94,0,0,1
909,Jason Porter,56,70000,40733,6310,260348,753,281,4,0.86,0,0,1
910,Amy Mitchell,59,40000,14269,7042,168048,833,296,1,0.96,1,0,1
911,Hailey Gonzales,37,40000,25746,3020,244248,654,193,0,0.91,0,1,0
912,Nicole Hill,47,100000,63054,22188,677300,670,247,2,0.88,0,1,0
913,Wayne Shelton,39,70000,26440,319,348501,722,251,2,0.83,1,0,1
914,Amanda Sullivan,42,100000,40010,16114,291007,833,61,1,0.96,1,0,1
915,James Moore,22,50000,35703,8000,160537,784,82,3,0.62,0,0,0
916,Lori Monroe,56,50000,37483,10206,223778,822,199,1,0.67,1,0,0
917,Andrea Robinson,56,40000,15915,1059,86770,786,182,3,0.87,0,0,1
918,Richard Rivera,52,50000,26818,10876,300237,773,214,4,0.91,1,0,1
919,Amanda Robinson,44,200000,71179,38843,489322,751,251,1,0.85,0,0,1
920,Matthew Hoffman,55,200000,100451,22536,1411557,716,289,3,0.83,0,1,0
921,Dr. Kathryn Robinson,40,70000,50905,14401,518457,800,266,1,0.65,0,1,0
922,Steven Martinez,38,100000,66204,23075,778190,668,271,3,0.72,0,0,0
923,Bernard Lewis,49,100000,59053,14177,501988,700,145,1,0.7,0,0,0
924,Carl Winters,52,70000,50482,5832,409630,746,172,0,0.7,0,0,0
925,Christopher Nichols,34,30000,15207,1018,108938,695,280,3,0.87,0,0,0
926,Anthony Holloway,35,30000,11563,2334,200108,687,64,0,0.87,0,0,0
927,Stephanie Schmidt,54,70000,36373,16228,444194,683,206,0,0.82,0,1,0
928,Roberto Peterson,48,30000,14436,5761,65091,756,270,2,0.8,0,0,0
929,Charles Luna,21,50000,30938,1584,283557,772,191,2,0.76,1,0,0
930,Tasha Long,56,50000,26243,6676,287734,826,216,1,0.8,0,0,0
931,Mary Smith,40,150000,102464,27447,597612,814,118,0,0.96,0,0,1
932,David Martin,31,50000,20254,8810,231369,834,58,3,0.64,0,0,0
933,Katie Nguyen,43,100000,52391,16717,327929,704,81,0,0.77,0,0,0
934,Emily Reid,44,70000,38710,2051,303915,751,77,4,0.77,1,0,0
935,Robert Goodwin,57,50000,18062,129,209992,787,71,1,0.96,0,1,1
936,Steven Lopez,31,200000,144252,26846,1095166,781,279,3,0.67,1,1,0
937,Kristin Vargas,54,100000,37393,10303,614615,674,201,0,0.66,0,0,0
938,Brittany Bryant,43,100000,35295,10910,412880,831,270,2,0.78,0,0,0
939,Sarah Rice,49,200000,87083,34233,968564,812,218,2,0.66,0,1,0
940,Cindy Curry,32,150000,103034,3450,385286,705,59,0,0.94,0,0,0
941,David Macias,34,50000,36532,962,199723,810,147,3,0.97,0,0,1
942,Tanner Williams,38,70000,39723,12309,460140,694,89,2,0.94,0,1,0
943,Timothy Guerra,58,100000,68010,12010,356948,738,104,2,0.92,0,0,1
944,Mr. Ryan Hughes,23,70000,36701,9567,449894,759,31,1,0.75,1,0,0
945,Michael Everett,33,200000,77398,1388,1563449,749,87,0,0.61,0,1,0
946,Dana Hill,34,70000,35758,15118,370654,738,255,2,0.71,0,0,0
947,Karen Quinn,55,70000,48556,6038,345792,669,266,0,0.95,0,0,0
948,Michael Hall,25,30000,19990,5827,221853,810,165,3,0.88,0,0,1
949,Elizabeth Williams,35,40000,24455,5651,105789,817,141,4,0.82,1,0,1
950,Kristi Mooney,49,70000,46664,5636,558235,744,49,3,0.7,0,0,0
951,Megan Kane,44,50000,19570,2195,356405,775,118,2,0.88,1,0,1
952,Maxwell House,37,40000,19968,1038,262956,728,112,1,0.83,0,0,1
953,Jesse Sawyer,59,200000,82497,26296,1060878,824,124,1,0.79,0,0,0
954,James King,59,100000,67354,24333,721912,825,208,1,0.95,0,1,1
955,William Keith,52,150000,96924,34197,627982,831,175,1,0.83,1,0,1
956,Kristen King,21,150000,104034,15107,873083,677,184,1,0.7,0,0,0
957,Kelsey Ward,43,30000,18349,981,207584,825,292,4,0.94,0,1,1
958,Miss Caitlin Carr,46,100000,54211,15068,759282,813,130,1,0.82,0,0,1
959,Aaron Brown,23,100000,44512,11367,394035,806,147,1,0.85,1,0,1
960,Terri Dawson,35,50000,35445,7316,307054,808,97,2,0.62,0,0,0
961,Shelly Lee,41,30000,20129,7269,236839,823,281,4,0.87,0,1,1
962,Mrs. Sarah House,24,40000,21955,4102,88537,771,93,3,0.67,0,1,0
963,Mr. Jeffery Gordon PhD,42,200000,116118,44835,431774,812,266,4,0.86,0,0,1
964,Megan Smith,49,50000,32576,7059,279455,656,203,2,0.87,0,0,0
965,Kara Brooks,45,40000,14951,9394,250423,750,167,4,0.92,0,0,1
966,Thomas Stewart,47,50000,21310,4440,196105,674,82,4,0.64,0,0,0
967,Calvin Kline,58,150000,56126,10617,460937,826,226,4,0.91,1,1,1
968,Stanley Joyce,51,150000,93391,8125,728067,812,271,2,0.78,1,0,0
969,Bradley Castaneda,26,50000,18497,11039,267975,701,167,1,0.93,0,0,0
970,Amanda Ortiz,23,100000,46423,13066,797677,808,41,4,0.79,1,1,0
971,Valerie Johnson,52,50000,35196,9938,335888,769,49,4,0.79,0,0,0
972,Krista Fletcher,31,70000,40748,14310,354015,655,161,4,0.8,0,0,0
973,Joshua Howard,58,100000,44501,9807,399777,785,107,4,0.88,0,0,1
974,Mr. Jonathan Nguyen,25,30000,21568,6414,146394,809,235,3,0.61,1,0,0
975,Matthew Miller,32,200000,117604,40507,562855,787,244,2,0.85,0,0,1
976,Maria Hernandez,41,150000,61503,3187,575061,730,203,2,0.98,1,0,1
977,Robert Williams,21,50000,28541,8661,324384,765,298,4,0.81,0,0,1
978,Bonnie Obrien,31,150000,62815,28189,952655,807,107,1,0.67,1,0,0
979,Tracy Berger,48,50000,35597,10476,169651,711,22,3,0.61,0,1,0
980,Amber Parker,57,100000,37554,7231,733589,834,294,0,0.7,1,0,0
981,Natalie Jackson,31,50000,29349,10970,359918,691,253,3,0.98,1,0,0
982,Stephanie Avery,32,30000,13801,1345,101663,727,116,2,0.68,1,1,0
983,Jessica Watkins,24,100000,65171,23052,595541,651,178,3,0.69,0,0,0
984,David Ray,30,200000,125762,25720,734576,815,20,1,0.97,1,0,1
985,Jerry Mitchell,30,30000,10558,6673,173973,729,91,2,0.65,1,0,0
986,Catherine Wells,56,50000,18545,9602,361564,721,259,0,0.88,1,1,1
987,Penny Leach,34,200000,121966,14142,729363,797,259,4,0.73,0,1,0
988,Brooke Bradley,36,50000,26666,12181,347156,759,85,4,0.71,0,0,0
989,Tyler Roberts,24,30000,11603,2508,134441,757,266,3,0.68,0,0,0
990,Marie Kelly,40,200000,142113,35250,601942,681,149,0,0.8,1,0,0
991,Jennifer Mcintosh,30,200000,113886,17327,1082013,710,292,4,1.0,1,1,0
992,Elizabeth Smith,21,100000,43940,21556,491242,794,148,4,0.87,0,0,1
993,Jeffrey Beltran DDS,43,30000,19867,5569,231713,750,244,4,0.96,1,0,1
994,Edgar Carney,50,50000,24288,4120,243148,847,190,0,0.99,1,0,1
995,Evelyn Small,25,150000,99625,15250,998022,759,46,1,0.89,1,1,1
996,Matthew Francis,42,50000,28298,10512,257685,795,278,2,0.81,0,0,1
997,Abigail Cook,48,100000,68496,19834,382949,659,70,4,0.65,1,0,0
998,Ivan Brown,36,150000,60451,36547,410751,690,156,1,0.79,1,0,0
999,Amanda Jenkins,40,150000,61046,28645,415862,689,55,2,0.88,1,0,0
1000,Jennifer Moore,26,100000,36291,2544,633886,806,32,4,0.9,0,0,1
