customer_id,customer_name,age,monthly_income,monthly_expense,existing_emi,avg_balance,credit_score,digital_transactions,loan_inquiries,salary_consistency,property_interest,vehicle_interest,conversion,avg_salary_credit,avg_monthly_spending,avg_account_balance,foir,repayment_capacity,behavior_score,lead_score
344,Candice Allen,59,200000,130448,36445,815849,677,255,4,0.74,0,0,0,205343.41666666666,129831.75,819305.6666666666,18.22,33107,78.99411764705883,100.0
345,Christopher West,53,50000,34104,7938,371507,705,117,1,0.64,0,0,0,49543.25,33930.75,374234.8333333333,15.88,7958,62.182352941176475,100.0
346,Kristy Lopez,21,150000,61596,3453,515769,667,179,4,0.88,0,0,0,148905.16666666666,59252.416666666664,519304.25,2.3,84951,76.64117647058823,100.0
347,Hannah Sutton,55,40000,26993,2257,206282,713,175,3,0.82,0,0,0,38941.583333333336,27074.833333333332,206939.25,5.64,10750,75.46470588235294,100.0
348,Thomas Williams,45,50000,31268,2834,110555,795,56,0,0.94,1,0,1,48893.916666666664,29723.166666666668,109568.75,5.67,15898,71.25882352941176,100.0
349,Joan Daniel,38,200000,127502,2291,643940,773,286,4,0.91,1,0,1,198108.58333333334,126932.91666666667,646032.75,1.15,70207,92.28235294117647,100.0
350,Erika Mejia,55,50000,29893,11467,239119,657,141,2,0.75,0,0,0,50074.166666666664,29842.833333333332,240956.0,22.93,8640,67.28823529411764,100.0
351,William Stevens,31,150000,66495,29280,860430,699,247,0,0.99,1,1,0,149022.16666666666,66598.91666666667,860392.4166666666,19.52,54225,88.97058823529413,100.0
352,Elizabeth Smith,37,70000,47968,378,237921,801,94,0,0.79,0,0,0,68957.58333333333,49675.25,237232.0,0.54,21654,69.27058823529413,100.0
353,Denise King,35,70000,37886,11790,380217,778,278,0,0.94,0,0,1,71805.33333333333,36456.333333333336,378096.5833333333,16.84,20324,92.85882352941175,100.0
354,Roger Jones,53,40000,25742,2846,156268,676,265,0,0.62,0,0,0,39600.333333333336,26118.166666666668,155192.0,7.12,11412,75.15882352941176,100.0
355,Justin Alvarez,49,50000,26262,4486,269861,659,187,0,0.83,0,1,0,51012.666666666664,26249.916666666668,269167.5,8.97,19252,75.15882352941176,100.0
356,Brian Jones,28,50000,28306,8820,207303,701,81,4,0.92,0,0,0,49843.5,28391.083333333332,212576.66666666666,17.64,12874,69.64117647058825,100.0
357,Thomas Gomez,29,70000,27110,4611,518969,685,83,1,0.77,0,0,0,72452.25,26080.333333333332,519899.0833333333,6.59,38279,63.2764705882353,100.0
358,Joshua Morris,48,150000,82472,9459,1119958,810,248,1,0.82,0,0,1,150722.5,83659.58333333333,1120992.5833333333,6.31,58069,86.18823529411765,100.0
359,Miguel Carlson,48,70000,50450,8579,493643,761,167,4,0.84,1,1,1,70909.5,45233.416666666664,491455.8333333333,12.26,10971,77.15882352941176,100.0
360,Ashley Howard,21,50000,29444,8966,234210,765,103,1,0.85,0,1,1,49146.916666666664,29208.75,231161.66666666666,17.93,11590,71.3,100.0
361,Bruce Miller,38,50000,19647,11873,132759,820,216,3,0.98,0,1,1,49880.833333333336,21289.916666666668,135482.41666666666,23.75,18480,89.74117647058823,100.0
362,Andrea Russell,55,40000,17543,862,180012,724,86,2,0.96,1,0,1,39889.333333333336,17859.416666666668,178581.83333333334,2.15,21595,72.55294117647058,100.0
363,Anna Harris,52,100000,43418,9150,728208,764,167,4,0.85,1,0,1,97450.25,43736.166666666664,728243.3333333334,9.15,47432,77.66470588235295,100.0
364,Desiree Wood,43,100000,65090,1687,330298,662,144,0,0.84,1,1,0,99860.16666666667,65443.25,327607.0833333333,1.69,33223,71.36470588235295,100.0
365,Scott Rogers,49,70000,25431,8799,271917,772,135,4,0.74,0,0,0,68766.66666666667,24976.5,272163.5833333333,12.57,35770,70.34705882352941,100.0
366,Nathan Blake,49,100000,46509,24575,225117,802,238,4,0.62,0,1,0,97125.41666666667,43915.833333333336,225022.75,24.58,28916,76.90588235294118,100.0
367,Jared Chambers,47,50000,22254,7302,216139,847,127,1,0.94,0,1,1,49582.916666666664,22189.666666666668,214654.58333333334,14.6,20444,80.19411764705882,100.0
368,Maria Owens,50,30000,17799,5052,112501,695,276,0,0.99,1,1,0,29623.166666666668,18589.666666666668,111863.58333333333,16.84,7149,91.72941176470587,100.0
369,Tracy Smith,21,30000,19200,174,91419,740,69,3,0.93,0,1,1,30326.583333333332,19400.833333333332,92626.0,0.58,10626,70.21764705882353,100.0
370,Jason Nichols,36,200000,121637,2238,1050603,842,48,4,0.73,0,1,0,200363.66666666666,120286.58333333333,1053045.4166666667,1.12,76125,63.71764705882353,100.0
371,Chad Barry,23,40000,14193,1331,283921,807,284,0,0.74,1,1,0,40484.416666666664,14437.75,287164.0833333333,3.33,24476,86.48235294117647,100.0
372,Alvin Adams,57,100000,47489,22738,602607,713,61,2,0.61,0,1,0,102325.91666666667,45495.416666666664,602863.75,22.74,29773,55.66470588235294,100.0
373,Thomas Shields,54,40000,28448,835,277429,651,169,3,0.89,0,0,0,40063.166666666664,29235.25,274923.5,2.09,10717,75.4764705882353,100.0
374,Erin Reed,57,40000,27205,3463,216036,764,32,1,0.63,0,1,0,40067.5,28006.083333333332,214641.16666666666,8.66,9332,55.36470588235294,100.0
375,Karen Kelly,57,30000,18044,6858,66513,762,81,4,0.73,0,0,0,29574.333333333332,17814.5,65537.5,22.86,5098,64.19411764705882,100.0
376,Michael Price,32,150000,111480,2174,825176,699,274,3,0.7,1,0,0,147563.5,105743.08333333333,824712.5833333334,1.45,36346,80.07058823529411,100.0
377,Jill Jackson,50,100000,71343,10264,431552,823,41,4,0.74,0,1,0,99339.25,74053.66666666667,433139.5833333333,10.26,18393,62.747058823529414,100.0
378,Joshua Mayer,57,70000,26485,8748,507047,830,139,3,0.98,1,1,1,69625.16666666667,27242.25,508794.75,12.5,34767,82.39411764705883,100.0
379,William Martinez,30,40000,24361,9662,202490,661,298,4,0.85,1,0,0,40671.166666666664,24749.5,200462.0,24.15,5977,87.12941176470588,100.0
380,Keith Campos,34,50000,35922,11051,129398,818,265,1,0.76,0,0,0,48783.333333333336,36230.666666666664,129582.08333333333,22.1,3027,85.77058823529411,100.0
381,Beverly Young,26,30000,11767,7363,191573,690,76,2,0.71,1,0,0,30379.5,11391.25,191610.58333333334,24.54,10870,60.35294117647059,100.0
382,Debra Dominguez,36,100000,57872,17434,604219,802,50,4,0.93,0,1,1,99424.5,56089.166666666664,605070.4166666666,17.43,24694,70.50588235294117,100.0
383,Gina Barry,56,50000,18106,9556,350628,700,257,2,0.81,0,0,0,49930.75,18753.083333333332,351468.4166666667,19.11,22338,82.80588235294118,100.0
384,Charlotte Bailey,23,100000,43331,15214,633799,787,245,4,0.89,1,0,1,99317.0,43563.25,636177.8333333334,15.21,41455,87.87647058823529,100.0
385,Allison Morales,30,200000,124552,31692,912696,793,128,2,0.8,0,1,0,203091.66666666666,126315.5,914540.0833333334,15.85,43756,72.78823529411764,100.0
386,Miguel Jackson,50,100000,46242,7181,246060,795,137,1,0.83,0,0,1,97486.33333333333,46760.083333333336,247154.5,7.18,46577,74.95882352941176,100.0
387,Daniel Gordon,29,40000,25853,247,296748,677,33,4,0.92,0,0,0,39755.333333333336,25820.083333333332,298824.3333333333,0.62,13900,63.99411764705883,100.0
388,Susan Lewis,23,100000,46344,16358,723101,720,271,1,0.84,0,0,0,101315.5,46174.0,723451.8333333334,16.36,37298,86.11176470588236,100.0
389,Parker Bauer,46,50000,22219,2106,202605,794,220,3,0.9,0,0,1,52171.833333333336,22324.666666666668,199700.33333333334,4.21,25675,86.02352941176471,100.0
390,Gregory Lee,39,50000,23395,10024,309014,737,78,3,0.86,0,1,1,49372.333333333336,23607.166666666668,307890.5,20.05,16581,68.21176470588235,100.0
391,Christopher Drake,23,30000,17811,868,112466,723,185,3,0.9,1,0,1,29897.75,17674.333333333332,113401.58333333333,2.89,11321,80.01764705882353,100.0
392,Mrs. Stephanie Fritz,45,40000,23065,224,317620,775,80,3,0.87,1,0,1,40066.083333333336,23675.333333333332,317101.0,0.56,16711,70.15294117647059,100.0
393,Timothy Alvarez,49,40000,16208,386,112856,741,79,2,0.62,0,0,0,38355.416666666664,16328.666666666666,111256.08333333333,0.97,23406,58.85294117647059,100.0
394,Jesse Cole,55,150000,88287,23861,1064341,804,264,2,0.69,0,0,0,151185.66666666666,89020.25,1061921.4166666667,15.91,37852,82.37647058823529,100.0
395,Amy Lara,35,150000,108525,11475,476968,827,196,2,0.68,0,0,0,147714.5,106468.91666666667,477793.1666666667,7.65,30000,75.98823529411766,100.0
396,Jeanette Allen,59,150000,100387,19707,381959,745,59,4,0.89,1,1,1,150676.58333333334,102216.91666666667,382272.5,13.14,29906,67.79411764705883,100.0
397,Mary Richardson,47,70000,45391,2118,233075,754,153,0,0.76,1,0,0,69744.16666666667,47429.083333333336,233091.08333333334,3.03,22491,72.31176470588235,100.0
398,Marilyn Bates,30,100000,35141,15335,217863,657,153,0,0.71,1,0,0,101793.66666666667,33683.583333333336,218397.75,15.34,49524,66.88823529411765,100.0
399,Kristina Zamora,22,100000,74714,16276,330476,837,276,2,0.6,0,0,0,99704.33333333333,71503.25,331016.1666666667,16.28,9010,81.14117647058825,100.0
400,Rebecca Taylor,28,100000,50155,9695,533279,757,166,4,0.76,0,0,0,100687.58333333333,49690.833333333336,533879.4166666666,9.7,40150,73.71764705882353,100.0
401,Mrs. Catherine Logan PhD,52,100000,37596,9704,287444,770,272,0,0.63,0,0,0,102141.91666666667,36512.583333333336,289384.0,9.7,52700,79.5764705882353,100.0
402,Brenda Harding,37,40000,27595,8121,123851,816,203,3,0.79,0,0,0,40735.75,28219.666666666668,123301.66666666667,20.3,4284,80.7,100.0
403,Matthew Browning,53,50000,28423,5145,132347,783,85,4,0.97,0,0,1,50823.5,28289.5,130583.41666666667,10.29,16432,74.93529411764706,100.0
404,Bernard Day,33,30000,20037,1719,88590,682,87,4,0.94,1,0,0,29976.5,20435.75,92296.33333333333,5.73,8244,70.37058823529411,100.0
405,Mary Davis,38,50000,17826,2175,246554,668,181,1,0.94,0,0,0,49647.583333333336,19061.75,247510.33333333334,4.35,29999,79.2764705882353,100.0
406,Jerry Flores,52,200000,117294,48455,588123,752,260,4,0.67,0,0,0,198004.08333333334,119518.66666666667,587583.5833333334,24.23,34251,79.34117647058824,100.0
407,Mrs. Danielle Matthews,59,100000,41620,3606,524857,694,72,0,0.67,0,0,0,100078.33333333333,41369.25,527297.8333333334,3.61,54774,58.49411764705883,100.0
408,Ashley Bryant,47,100000,63334,20718,371395,696,263,4,0.82,1,0,0,100373.25,62173.0,370941.75,20.72,15948,83.66470588235293,100.0
409,Denise Morgan,34,100000,51330,8279,216910,709,268,0,0.93,0,0,0,100525.75,48815.416666666664,220453.66666666666,8.28,40391,89.02352941176471,100.0
410,Kim Johnson DDS,42,70000,50868,11165,498771,732,38,3,0.95,0,0,1,70543.91666666667,52307.916666666664,499478.75,15.95,7967,67.63529411764706,100.0
411,Michelle Bullock,31,150000,80978,34918,655356,771,296,0,0.79,0,0,0,150755.75,81609.58333333333,655647.25,23.28,34104,88.41176470588235,100.0
412,Stephanie Marshall,37,100000,52125,6589,656577,843,215,3,0.95,1,0,1,99965.58333333333,49560.0,655199.0833333334,6.59,41286,89.25294117647059,100.0
413,Robert Rodriguez,36,50000,17866,6815,318347,832,251,4,0.88,1,0,1,49981.166666666664,18400.083333333332,319719.0,13.63,25319,89.66470588235293,100.0
414,Nicole Rasmussen,40,150000,81470,32239,743130,759,77,0,0.92,0,1,1,157564.5,84517.25,743371.0,21.49,36291,71.28823529411765,100.0
415,Jennifer Morgan,37,30000,14438,3508,182711,783,143,3,0.77,1,0,0,29724.833333333332,14368.166666666666,183028.58333333334,11.69,12054,72.73529411764706,100.0
416,Anna Perez,38,200000,99234,9082,1223991,797,152,1,0.83,1,0,1,195442.91666666666,99993.5,1224185.75,4.54,91684,76.52941176470588,100.0
417,Megan Brown,40,100000,57762,5069,375687,689,55,3,0.97,0,0,0,99763.66666666667,55503.083333333336,375341.5,5.07,37169,68.61764705882352,100.0
418,Dawn Mason,30,40000,23173,6885,158275,770,126,0,0.83,0,0,1,39600.083333333336,21985.333333333332,157867.5,17.21,9942,72.97647058823529,100.0
419,Kristina Livingston,42,100000,54176,10747,631642,739,218,4,0.72,0,1,0,97251.75,54518.166666666664,629850.1666666666,10.75,35077,76.68235294117646,100.0
420,Elaine Evans,50,40000,14947,9576,115468,796,169,3,0.67,1,0,0,39935.666666666664,15163.666666666666,115725.08333333333,23.94,15477,71.79411764705883,100.0
421,John Coffey,22,50000,19718,9385,310692,729,196,2,0.97,0,0,1,50298.166666666664,20140.583333333332,308715.25,18.77,20897,84.12941176470588,100.0
422,Barbara Meadows,58,150000,92043,21207,309384,809,192,2,0.89,1,0,1,153002.83333333334,94625.33333333333,309401.0,14.14,36750,83.3529411764706,100.0
423,Mr. Nicholas Chapman,52,70000,30668,6896,391371,829,239,0,0.65,1,1,0,69467.25,30049.75,390654.1666666667,9.85,32436,79.15882352941176,100.0
424,Allison Smith,28,50000,24979,10130,270506,653,188,0,0.65,1,1,0,50950.833333333336,25017.416666666668,267545.0,20.26,14891,67.84705882352941,100.0
425,Daniel Burton,40,150000,61982,25179,513466,830,36,1,0.96,1,0,1,152325.16666666666,62417.5,516141.75,16.79,62839,71.29411764705881,100.0
426,Charles Valdez,35,40000,28111,8520,201527,695,169,2,0.96,0,0,0,40690.166666666664,26889.583333333332,201333.5,21.3,3369,79.82941176470588,100.0
427,Charles Collins,36,100000,66746,18448,755270,838,63,1,0.88,0,0,1,98293.58333333333,67920.0,755814.5,18.45,14806,71.0764705882353,100.0
428,Amber Bradford,34,50000,32451,6472,297285,689,220,2,0.75,1,0,0,50570.333333333336,33918.166666666664,299468.5833333333,12.94,11077,76.31764705882352,100.0
429,Jeanette West,41,30000,19159,4635,76479,678,246,2,1.0,0,0,0,30854.416666666668,19473.5,74203.0,15.45,6206,88.52941176470588,100.0
430,Thomas Taylor,39,50000,34170,2445,148543,782,177,0,0.94,1,0,1,50205.75,33284.25,151992.41666666666,4.89,13385,82.89999999999999,100.0
431,Mitchell Mills,37,50000,24271,9931,336992,697,87,2,0.72,1,0,0,50939.166666666664,24740.0,336226.4166666667,19.86,15798,62.099999999999994,100.0
432,Laura Castaneda,41,100000,45089,1775,495465,749,259,0,0.71,0,1,0,102360.58333333333,45512.333333333336,495063.6666666667,1.78,53136,80.73529411764706,100.0
433,Ernest Parker,27,70000,39570,584,309440,843,171,1,0.69,1,0,0,69488.25,39525.5,310638.5,0.83,29846,74.45294117647059,100.0
434,Randy Holden,21,30000,11896,7114,98441,691,192,1,0.86,0,0,0,30161.5,12157.0,97332.5,23.71,10990,77.98823529411764,100.0
435,Casey Powell,59,70000,42542,2806,240181,719,219,4,0.83,0,0,0,70087.33333333333,44433.833333333336,240442.5,4.01,24652,80.47647058823529,100.0
436,John Nelson,43,100000,39984,12005,251016,696,184,1,0.92,0,1,0,97443.58333333333,38093.333333333336,249855.91666666666,12.0,48011,79.76470588235296,100.0
437,Joseph Bray,31,50000,32488,8075,241882,829,23,4,0.83,1,0,1,48729.833333333336,32588.833333333332,242276.41666666666,16.15,9437,64.75882352941176,100.0
438,Jason Mckinney,30,200000,144975,5393,519112,728,65,2,0.67,1,0,0,193213.33333333334,146561.08333333334,515968.8333333333,2.7,49632,58.99411764705883,100.0
439,Dustin Fuentes MD,46,100000,64835,12504,227095,732,147,1,0.87,1,0,1,103074.83333333333,63983.166666666664,227308.75,12.5,22661,75.33529411764705,100.0
440,Michael Mccoy,51,30000,15964,4153,82025,785,70,0,0.61,0,0,0,31176.416666666668,16218.75,82904.91666666667,13.84,9883,59.10588235294118,100.0
441,Alexis Roberts,24,200000,75472,42750,1356430,805,174,4,0.81,0,0,1,199923.25,75823.91666666667,1356698.0833333333,21.38,81778,78.21176470588236,100.0
442,James Henson,27,150000,112179,37352,1071850,725,42,4,0.92,0,0,1,148489.08333333334,108337.66666666667,1071819.6666666667,24.9,469,66.58823529411765,100.0
443,Ashley Reed,53,30000,15558,6049,222653,671,66,4,0.99,0,0,0,31042.25,16199.25,225324.75,20.16,8393,69.88235294117646,100.0
444,Norma Chavez,37,100000,35550,13649,245360,726,219,0,0.94,0,1,1,101114.08333333333,37880.833333333336,245424.33333333334,13.65,50801,85.12352941176471,100.0
445,Anthony Meyer,57,50000,18281,9282,199273,828,126,3,0.75,0,1,0,49748.333333333336,18558.583333333332,197019.33333333334,18.56,22437,71.8235294117647,100.0
446,Gary Walker,49,150000,83085,13799,781200,715,126,4,0.97,1,0,0,145817.5,84089.41666666667,785119.25,9.2,53116,76.63529411764705,100.0
447,Mrs. Mallory Carr,53,30000,10792,1884,76486,793,59,1,0.87,0,0,1,30131.833333333332,11257.166666666666,76890.0,6.28,17324,68.68823529411765,100.0
448,Michael Gonzalez,50,50000,37484,8156,211723,789,57,1,0.95,0,0,1,49732.666666666664,36288.583333333336,210967.33333333334,16.31,4360,71.54705882352941,100.0
449,Anna Richardson,23,50000,21360,12485,158682,800,138,1,0.69,0,0,0,48835.833333333336,21156.666666666668,159556.66666666666,24.97,16155,69.63529411764705,100.0
450,Charles Contreras,36,70000,33433,5833,450370,811,294,4,0.63,0,0,0,70871.25,33159.833333333336,450805.0833333333,8.33,30734,83.2235294117647,100.0
451,Morgan Griffith,46,100000,61100,10390,260102,820,46,3,0.76,0,0,0,99320.16666666667,61119.5,260850.16666666666,10.39,28510,63.94117647058824,100.0
452,Robert Ryan,56,150000,60662,10878,598177,702,265,1,0.61,1,1,0,151124.66666666666,62645.833333333336,598786.1666666666,7.25,78460,75.67647058823529,100.0
453,Jeffery Williams,56,200000,106583,24981,1191177,763,40,3,0.8,0,0,0,196914.66666666666,105835.5,1188206.5833333333,12.49,68436,62.92941176470588,100.0
454,Donald Taylor,41,40000,19468,6755,150988,800,178,1,0.9,0,1,1,40134.5,19861.666666666668,150163.16666666666,16.89,13777,82.03529411764706,100.0
455,Travis Weber,24,40000,24030,181,226008,749,138,4,0.63,0,0,0,40289.166666666664,24335.5,224150.41666666666,0.45,15789,65.43529411764706,100.0
456,Joshua Thompson,35,100000,58569,10901,769338,806,128,1,0.83,0,0,1,96736.5,57261.166666666664,768205.5,10.9,30530,74.4470588235294,100.0
457,Carol Smith,38,200000,73779,33037,451801,667,152,0,0.96,0,0,0,199543.25,75068.33333333333,452533.25,16.52,93184,77.14117647058823,100.0
458,Tracy Jennings,37,150000,74014,6288,382768,669,182,3,0.68,0,0,0,153824.83333333334,68761.66666666667,383410.1666666667,4.19,69698,69.01176470588236,100.0
459,Deborah Greene,46,200000,93643,37899,1202458,727,55,3,0.92,0,1,1,203773.66666666666,91034.33333333333,1201534.9166666667,18.95,68458,67.95882352941177,100.0
460,Jamie Levine,37,40000,19447,1126,199773,785,188,2,0.64,1,0,0,40461.916666666664,18808.916666666668,197181.25,2.82,19427,72.10588235294118,100.0
461,Jacob Osborne DVM,36,100000,51629,14864,451991,715,51,2,0.72,0,0,0,97663.08333333333,52308.166666666664,450748.8333333333,14.86,33507,59.13529411764706,100.0
462,Jacob Hoffman,44,150000,86515,22047,597878,684,58,2,0.8,0,1,0,153303.5,88330.08333333333,600576.5,14.7,41438,61.94117647058823,100.0
463,William Smith,47,40000,25402,9116,292414,712,256,0,0.81,0,0,0,39215.75,24429.25,294178.4166666667,22.79,5482,83.12941176470588,100.0
464,Karen Hill,27,50000,32482,2938,363513,732,42,2,0.69,0,0,0,50345.583333333336,32528.416666666668,366051.75,5.88,14580,57.635294117647064,100.0
465,Malik Alexander,27,100000,44340,20200,432176,738,47,3,0.69,0,1,0,100704.0,42462.75,430066.9166666667,20.2,35460,58.34705882352941,100.0
466,Jean Williams,22,70000,30774,11683,523474,801,290,3,0.71,0,0,0,70142.83333333333,30814.416666666668,522267.75,16.69,27543,85.67058823529412,100.0
467,Sarah Case,52,50000,17536,4256,343957,693,156,1,0.97,1,0,0,50206.25,17052.083333333332,345537.0,8.51,28208,78.85882352941177,100.0
468,Mrs. Tina Diaz MD,56,150000,71001,30812,809340,693,259,3,0.62,0,0,0,151311.75,72189.66666666667,809575.0,20.54,48187,75.15882352941176,100.0
469,Jeffery Deleon,38,70000,36954,17304,221125,661,123,2,0.81,0,0,0,69983.91666666667,37573.666666666664,222895.0,24.72,15742,68.02941176470588,100.0
470,Alicia Riley,40,50000,22670,11141,244813,826,180,0,0.68,0,0,0,50863.333333333336,23190.083333333332,246444.66666666666,22.28,16189,74.3529411764706,100.0
471,Bridget Graham,57,30000,18386,7458,177379,729,149,3,0.88,1,0,1,29992.583333333332,19119.5,177575.16666666666,24.86,4156,75.8294117647059,100.0
472,Mindy Castillo,47,70000,43640,1774,195839,679,114,3,0.84,0,1,0,69847.41666666667,43851.083333333336,194006.5,2.53,24586,68.96470588235294,100.0
473,Tracey Harper,24,150000,103571,11834,1167625,786,235,4,0.66,1,0,0,151206.91666666666,105166.91666666667,1168576.5833333333,7.89,34595,77.64117647058823,100.0
474,Larry Martin,49,150000,59645,7243,1054034,688,274,2,0.81,0,1,0,150208.33333333334,58280.333333333336,1052088.25,4.83,83112,84.08235294117648,100.0
475,Rhonda Brown,21,40000,22730,3322,307361,751,247,3,0.85,1,0,1,39198.75,23812.25,305247.8333333333,8.3,13948,85.20588235294117,100.0
476,Jason Jones,33,200000,110402,23593,938966,761,281,0,0.81,0,0,1,199442.0,104367.75,941395.0833333334,11.8,66005,87.35882352941177,100.0
477,Mr. Anthony Bartlett DDS,48,200000,79762,29359,756896,723,162,1,0.9,0,0,1,194006.66666666666,81638.75,754984.25,14.68,90879,77.71764705882353,100.0
478,Michele Allen,30,70000,26011,15144,354770,664,41,1,0.92,0,1,0,73025.5,26334.25,354991.9166666667,21.63,28845,64.33529411764705,100.0
479,Martin Green,24,100000,53968,22168,344545,786,46,0,0.86,0,0,1,102251.83333333333,53214.916666666664,344033.75,22.17,23864,66.74117647058823,100.0
480,Bobby Stein,27,70000,27639,12420,556949,832,253,0,0.85,0,0,1,70754.91666666667,27357.5,556814.5833333334,17.74,29941,88.66470588235295,100.0
481,Lisa Velasquez,46,30000,18417,1943,178354,842,122,3,0.64,1,0,0,30459.166666666668,18278.083333333332,179840.41666666666,6.48,9640,67.51764705882353,100.0
482,Rebecca Hull,57,200000,100838,17266,1110367,845,58,1,0.79,1,0,0,199709.91666666666,100827.75,1109845.5833333333,8.63,81896,67.2235294117647,100.0
483,Michael Mendez,25,200000,131055,12068,1248361,819,212,2,0.95,1,0,1,199338.08333333334,137714.0,1247631.4166666667,6.03,56877,88.10588235294118,100.0
484,Charles Powell,59,50000,29580,3238,350991,806,292,3,0.79,0,0,0,49342.666666666664,28056.0,351007.5,6.48,17182,89.24705882352941,100.0
485,Daniel Carlson,27,150000,102449,31744,604702,837,88,2,0.78,0,0,0,147468.16666666666,96955.75,602927.75,21.16,15807,69.54117647058824,100.0
486,Maria Olson,22,40000,26409,1902,116632,841,63,4,1.0,1,0,1,39768.083333333336,25476.583333333332,117512.0,4.76,11689,75.98235294117647,100.0
487,Vincent Serrano,46,150000,68304,14048,1140097,791,60,2,0.98,0,0,1,150401.08333333334,65106.75,1139625.5833333333,9.37,67648,73.11764705882354,100.0
488,Brian Herrera,36,40000,15477,3598,145809,726,271,3,0.75,1,1,0,40351.0,15638.25,150850.66666666666,9.0,20925,82.7235294117647,100.0
489,Mary Stevens,43,100000,55149,20362,691571,681,30,3,0.65,0,1,0,101966.16666666667,53450.25,689337.25,20.36,24489,53.035294117647055,100.0
490,Jordan Rodgers,53,70000,43768,1080,156490,771,282,1,0.68,0,1,0,69365.58333333333,43863.416666666664,154139.08333333334,1.54,25152,82.61176470588236,100.0
491,Francisco Richardson,51,100000,35174,13004,330292,787,257,4,0.98,0,1,1,101142.25,34813.416666666664,330206.1666666667,13.0,51822,92.6764705882353,100.0
492,Elizabeth Rhodes,31,150000,104540,22364,1125924,772,250,2,0.92,0,0,1,147956.83333333334,105033.66666666667,1124570.1666666667,14.91,23096,89.04705882352941,100.0
493,James Galloway,52,100000,57074,12668,390995,787,107,0,0.67,1,0,0,102651.66666666667,56968.666666666664,392508.75,12.67,30258,65.2764705882353,100.0
494,April Finley,52,30000,12265,5747,66273,831,270,1,0.68,0,0,0,30215.5,13004.0,68622.41666666667,19.16,11988,83.52941176470588,100.0
495,Cristian Barnes,44,50000,21062,1167,201795,776,26,4,0.88,0,0,1,50391.0,21615.666666666668,200488.16666666666,2.33,27771,65.18823529411765,100.0
496,William Dunn,24,40000,28790,7454,173699,706,296,0,0.64,1,1,0,39463.833333333336,29360.0,173451.66666666666,18.63,3756,80.11764705882354,100.0
497,Angelica Edwards,39,150000,109366,27039,374143,715,231,3,0.83,0,1,0,151619.5,107272.5,372300.0,18.03,13595,81.53529411764706,100.0
498,Patrick Burke,26,70000,32469,6630,223760,691,208,3,0.75,1,0,0,70325.08333333333,32387.833333333332,222840.16666666666,9.47,30901,75.18823529411765,100.0
499,Sara Richard,53,150000,55481,9989,946551,693,249,3,0.64,0,0,0,150179.66666666666,55567.25,947412.0833333334,6.66,84530,74.95882352941177,100.0
500,Nicole Miller,53,150000,84864,19818,679310,751,182,0,0.89,0,0,1,145234.58333333334,85445.41666666667,680798.6666666666,13.21,45318,80.30588235294118,100.0
501,Peter Valenzuela,49,70000,26282,5179,275129,792,271,0,0.77,0,1,0,70480.41666666667,24474.5,274668.5,7.4,38539,85.85294117647058,100.0
502,Robin Hall,34,100000,39634,11761,309397,755,56,3,0.79,0,0,0,101037.58333333333,38605.333333333336,310497.4166666667,11.76,48605,63.847058823529416,100.0
503,Adam Lester,36,50000,28536,11628,272164,680,128,2,0.62,0,0,0,50088.166666666664,28909.333333333332,271175.75,23.26,9836,61.599999999999994,100.0
504,Steven Strickland,33,50000,29694,11346,274699,842,125,1,0.85,0,0,1,50188.583333333336,30371.75,278846.0833333333,22.69,8960,76.21764705882353,100.0
505,Dr. Gene Boyer,52,150000,63379,22710,695036,664,230,4,0.63,1,1,0,152061.0,61462.0,700093.5833333334,15.14,63911,71.63529411764705,100.0
506,Joseph Price,26,40000,22348,1615,172202,825,144,2,0.89,0,0,1,40721.0,21493.5,170959.33333333334,4.04,16037,79.11764705882354,100.0
507,Kevin Martinez,41,150000,104179,23312,1160743,704,70,1,0.64,0,0,0,153066.08333333334,108743.83333333333,1159963.3333333333,15.54,22509,57.44705882352942,100.0
508,April Murray,26,30000,12946,179,160644,786,183,4,0.98,0,0,1,29610.916666666668,12402.583333333334,160890.25,0.6,16875,85.24117647058823,100.0
509,Mr. Brian Clark DDS,39,100000,53727,22821,540830,780,155,4,0.6,0,0,0,98463.5,56725.333333333336,540589.1666666666,22.82,23452,67.02941176470588,100.0
510,Anthony Wiggins,27,100000,58121,13070,488674,654,176,3,0.9,1,1,0,99305.0,62519.833333333336,490519.5833333333,13.07,28809,76.68235294117648,100.0
511,Anna Villegas,33,30000,21769,325,170613,738,192,4,0.62,1,0,0,31104.666666666668,22619.333333333332,172111.75,1.08,7906,70.04705882352941,100.0
512,Gail Hammond,31,40000,25795,3252,248305,705,37,0,0.94,0,1,0,39775.5,25108.833333333332,247595.83333333334,8.13,10953,66.18235294117646,100.0
513,Natalie Harris,40,70000,28934,16003,508946,681,240,4,0.78,0,0,0,70178.58333333333,29354.833333333332,512491.0,22.86,25063,79.23529411764706,100.0
514,Erin Chen,33,30000,21287,3435,139207,706,94,2,0.96,0,0,0,30247.416666666668,21727.75,139755.75,11.45,5278,72.71764705882353,100.0
515,James Luna,47,50000,36292,8049,127487,679,240,0,0.87,1,1,0,50354.333333333336,34972.5,126762.16666666667,16.1,5659,82.76470588235294,100.0
